,Intitulé du poste,Date de publication,lieu,competences,Nom de la société,Type de contrat,Salaires
874,Chef / Cheffe de projet Data  F/H - CENPAC (H/F),"
Actualisé le 24 janvier 2023
",95 - ROISSY EN FRANCE,"sql, marketing, sas, power bi, tableau, excel, ios","
CENPAC
","CDI
 - Non renseigné",
875,Chef / Cheffe de projet Data  F/H - CENPAC (H/F),"
Actualisé le 24 janvier 2023
",95 - ROISSY EN FRANCE,"sql, marketing, sas, power bi, tableau, excel, ios","
CENPAC
","CDI
 - Non renseigné",
876,Data analyst f/h (H/F),"
Actualisé le 07 janvier 2023
",78 - PLAISIR,"outils, validation, support, tableau, moa",,"CDI
 - Non renseigné",
877,Data scientist (H/F),"
Actualisé le 05 janvier 2023
",92 - CLICHY,"python, sql, big data, outils, marketing, machine learning, git, tableau",,"CDI
 - Non renseigné",
878,Data manager (H/F),"
Actualisé le 24 janvier 2023
",75 - PARIS 09,"python, sql, big data, hadoop, saas, acquisition, cloud, ios, spark",,"CDI
 - Temps plein",
879,Data analyst f/h (H/F),"
Actualisé le 31 décembre 2022
",78 - PLAISIR,"outils, validation, git, support, tableau, moa",,"CDI
 - Temps plein",
880,Data scientist f/h (H/F),"
Actualisé le 31 décembre 2022
",78 - PLAISIR,"git, support, cloud, etl",,"CDI
 - Temps plein",
881,Data manager f/h (H/F),"
Actualisé le 10 janvier 2023
",92 - COLOMBES,"outils, communication, git, power bi, sécurité",,"CDI
 - Temps plein",
882,Lead tech Data engineer - H/F,"
Actualisé le 18 novembre 2022
",92 - Hauts de Seine,"agile, test, outils, devops","
DALKIA Recrutement
","Profession libérale
 - Non renseigné",
883,Data manager (H/F),"
Actualisé le 17 janvier 2023
",Ile-de-France,"outils, marketing, git, salesforce",,"CDI
 - Temps plein",
884,Data manager (H/F),"
Actualisé le 26 décembre 2022
",75 - PARIS 01,"test, machine learning, sécurité, excel, ios",,"Intérim
 - Temps plein",
885,Data scientist (H/F),"
Actualisé le 26 décembre 2022
",92 - COURBEVOIE,"python, sql, agile, machine learning, bases de données, support, devops, spark, nlp",,"CDD
 - Temps plein",
886,Consultant sénior Data F/H - Kapela (H/F),"
Actualisé le 04 janvier 2023
",92 - ST CLOUD,"test, communication, validation, git, ios","
Kapela
","CDI
 - Temps plein",
887,Data manager (H/F),"
Actualisé le 07 janvier 2023
",75 - PARIS 09,"sql, outils, hadoop, support, scala, web, cloud, sécurité, crm, spark",,"CDI
 - Temps plein",
888,Data Product Owner - F/H - Informatique de gestion (H/F),"
Actualisé le 25 janvier 2023
",92 - NEUILLY SUR SEINE,"agile, git, support, cloud","
JCDecaux
","CDI
 - Temps plein",Salaire brut : A négocier
889,DATA-SCIENTIST - CONFORMITE ET CONTROLE INTERNE F/H (H/F),"
Actualisé le 12 novembre 2022
",75 - PARIS 20,"machine learning, support, sas, moa, sécurité","
pôle emploi - Direction Generale PE
","CDI
 - Non renseigné",Salaire brut : dont 13e mois + allocation vacances
890,Data manager (H/F),"
Actualisé le 02 janvier 2023
",92 - BOULOGNE BILLANCOURT,"communication, marketing, data management, web, tableau",,"CDI
 - Temps plein",
891,Chef-fe de projet / programme data - intelligence artificielle f/h (H/F),"
Actualisé le 04 janvier 2023
",78 - MAGNY LES HAMEAUX,"communication, intelligence artificielle, support",,"CDI
 - Temps plein",
892,Ingénieur Recherche Opérationnelle - Data Scientist H/F,"
Actualisé le 22 décembre 2022
",95 - Val d'Oise,"outils, communication, intelligence artificielle, c++",,"CDI
 - Temps plein",
893,Data scientist - manufacturing f/h (H/F),"
Actualisé le 21 janvier 2023
",78 - MAGNY LES HAMEAUX,"python, sql, nosql, machine learning, git, support, tableau",,"CDI
 - Temps plein",
894,Data scientist - engineering simulations f/h (H/F),"
Actualisé le 21 janvier 2023
",78 - MAGNY LES HAMEAUX,"python, sql, intelligence artificielle, nosql, machine learning, git, excel",,"CDI
 - Temps plein",
895,Data scientist - engineering simulations f/h (H/F),"
Actualisé le 21 janvier 2023
",78 - MAGNY LES HAMEAUX,"python, sql, intelligence artificielle, nosql, machine learning, git, excel",,"CDI
 - Temps plein",
896,Pilote de projet digitalisation et data steward csc du center support clients h/f f/h,"
Actualisé le 12 janvier 2023
",77 - MELUN,"git, support, tableau, excel",,"Intérim
 - Temps plein",
897,Supply chain data manager f/h (H/F),"
Actualisé le 12 janvier 2023
",78 - PLAISIR,"agile, outils, data management, support",,"CDI
 - Temps plein",
898,Data manager (H/F),"
Actualisé le 07 janvier 2023
",75 - PARIS 09,"python, sql, outils, machine learning",,"CDI
 - Temps plein",
899,Data analyst et support client pour les transmissions donnée de vol f/h (H/F),"
Actualisé le 24 janvier 2023
",77 - MELUN,"outils, communication, support",,"CDI
 - Temps plein",
900,Support client : data steward données continues et coût de transmission f/h (H/F),"
Actualisé le 17 janvier 2023
",77 - MELUN,"python, outils, communication, support, spark",,"CDI
 - Temps plein",
901,Chef de projet innovation data analyse (H/F),"
Actualisé le 24 janvier 2023
",78 - MAGNY LES HAMEAUX,"outils, communication, git, support, excel",,"CDI
 - Temps plein",
902,TECH LEAD ACCESS MANAGEMENT (H/F),"
Publié le 25 janvier 2023
",94 - FONTENAY SOUS BOIS,"agile, git, sécurité",,"CDI
 - Temps plein",
903,Adjoint·e au Délégué à la protection des données (H/F),"
Publié le 21 janvier 2023
",75,"communication, support",,,
904,"Consultant Risk & Compliance F/H - Système, réseaux, données (H/F)","
Publié le 18 janvier 2023
",95 - BEZONS,"big data, git, cloud, sécurité, ios","
Atos
","CDI
 - Temps plein",Salaire brut : A négocier
905,MANAGER ORGA ET SYSTEMES (H/F),"
Publié le 17 janvier 2023
",91 - MASSY,"sql, outils, communication, réseaux, sap, ios",,"CDI
 - Temps plein",
906,Manager (H/F),"
Publié le 17 janvier 2023
",75 - PARIS 09,"agile, test, marketing, git, acquisition, seo",,"CDI
 - Temps plein",
907,Manager (H/F),"
Publié le 17 janvier 2023
",75 - PARIS 09,"data management, git",,"CDI
 - Temps plein",
908,"Consultant DataMining/Analyst SAS F/H - Système, réseaux, données (H/F)","
Publié le 17 janvier 2023
",75 - PARIS 17,"sql, sas, tableau, excel","
PRODUCT DEVELOPMENT EMPLOYENEURSHIP
","CDD
 - Temps plein",Salaire brut : 45 - 60 k€ brut annuel
909,Manager (H/F),"
Publié le 14 janvier 2023
",92 - RUEIL MALMAISON,"sql, outils, bases de données, mysql, postgresql, tableau",,"CDI
 - Temps plein",
910,Responsable modèle Capacitaire (H/F),"
Publié le 14 janvier 2023
",91 - LES ULIS,"outils, communication, support, excel","
LFB
","CDD
 - Temps plein",
911,Assistant simplification et digitalisation Marchandises (F/H) (H/F),"
Publié le 12 janvier 2023
",91 - MASSY,"git, excel",,"CDI
 - Temps plein",
912,BUSINESS ANALYST - HIGH TECH - H/F,"
Actualisé le 16 janvier 2023
",75 - PARIS 16,"outils, excel","
Globe Groupe
","CDI
 - Temps plein",
913,Études et prospectives socio-économiques,"
Actualisé le 07 janvier 2023
",94 - IVRY SUR SEINE,"python, sql, agile, machine learning, git, web, cloud, nlp",,"CDI
 - Temps plein",
914,"Consultant(e) Scientist / Cloud F/H - Système, réseaux, données (H/F)","
Publié le 04 janvier 2023
",75 - PARIS 01,"python, sql, agile, big data, outils, nosql, hadoop, bases de données, scala, cloud, spark","
CONSORTIA
","CDI
 - Temps plein",Salaire brut : A partir de 39 k€ brut annuel
915,"Consultant(e) Scientist / Cloud F/H - Système, réseaux, données (H/F)","
Publié le 04 janvier 2023
",75 - PARIS 01,"python, sql, agile, big data, outils, nosql, hadoop, bases de données, scala, cloud, spark","
CONSORTIA
","CDI
 - Temps plein",Salaire brut : A partir de 39 k€ brut annuel
916,"Consultant(e) Scientist / Cloud F/H - Système, réseaux, données (H/F)","
Publié le 04 janvier 2023
",75 - PARIS 01,"python, sql, agile, big data, outils, nosql, hadoop, bases de données, scala, cloud, spark","
CONSORTIA
","CDI
 - Temps plein",Salaire brut : A partir de 39 k€ brut annuel
917,"Consultant(e) Scientist / Cloud F/H - Système, réseaux, données (H/F)","
Publié le 04 janvier 2023
",75 - PARIS 01,"python, sql, agile, big data, outils, nosql, hadoop, bases de données, scala, cloud, spark","
CONSORTIA
","CDI
 - Temps plein",Salaire brut : A partir de 39 k€ brut annuel
918,"Consultant(e) Scientist / Cloud F/H - Système, réseaux, données (H/F)","
Publié le 04 janvier 2023
",75 - PARIS 01,"python, sql, agile, big data, outils, nosql, hadoop, bases de données, scala, cloud, spark","
CONSORTIA
","CDD
 - Temps plein",Salaire brut : A partir de 39 k€ brut annuel
919,"Consultant(e) Scientist / Cloud F/H - Système, réseaux, données (H/F)","
Publié le 04 janvier 2023
",75 - PARIS 01,"python, sql, agile, big data, outils, nosql, hadoop, bases de données, scala, cloud, spark","
CONSORTIA
","CDI
 - Temps plein",Salaire brut : A partir de 39 k€ brut annuel
920,"Consultant(e) Scientist / Cloud F/H - Système, réseaux, données (H/F)","
Publié le 04 janvier 2023
",75 - PARIS 01,"python, sql, agile, big data, outils, nosql, hadoop, bases de données, scala, cloud, spark","
CONSORTIA
","CDD
 - Temps plein",Salaire brut : A partir de 39 k€ brut annuel
921,"Consultant(e) Scientist / Cloud F/H - Système, réseaux, données (H/F)","
Publié le 04 janvier 2023
",75 - PARIS 01,"python, sql, agile, big data, outils, nosql, hadoop, bases de données, scala, cloud, spark","
CONSORTIA
","CDI
 - Temps plein",Salaire brut : A partir de 39 k€ brut annuel
922,"Consultant(e) Scientist / Cloud F/H - Système, réseaux, données (H/F)","
Publié le 04 janvier 2023
",75 - PARIS 01,"python, sql, agile, big data, outils, nosql, hadoop, bases de données, scala, cloud, spark","
CONSORTIA
","CDI
 - Temps plein",Salaire brut : A partir de 39 k€ brut annuel
923,"Consultant(e) Scientist / Cloud F/H - Système, réseaux, données (H/F)","
Publié le 04 janvier 2023
",75 - PARIS 01,"python, sql, agile, big data, outils, nosql, hadoop, bases de données, scala, cloud, spark","
CONSORTIA
","CDI
 - Temps plein",Salaire brut : A partir de 39 k€ brut annuel
924,"Consultant(e) Scientist / Cloud F/H - Système, réseaux, données (H/F)","
Publié le 04 janvier 2023
",75 - PARIS 01,"python, sql, agile, big data, outils, nosql, hadoop, bases de données, scala, cloud, spark","
CONSORTIA
","CDI
 - Temps plein",Salaire brut : A partir de 39 k€ brut annuel
925,"Consultant(e) Scientist / Cloud F/H - Système, réseaux, données (H/F)","
Publié le 04 janvier 2023
",75 - PARIS 01,"python, sql, agile, big data, outils, nosql, hadoop, bases de données, scala, cloud, spark","
CONSORTIA
","CDI
 - Temps plein",Salaire brut : A partir de 39 k€ brut annuel
926,"Consultant(e) Scientist / Cloud F/H - Système, réseaux, données (H/F)","
Publié le 04 janvier 2023
",75 - PARIS 01,"python, sql, agile, big data, outils, nosql, hadoop, bases de données, scala, cloud, spark","
CONSORTIA
","Intérim
 - Temps plein",Salaire brut : A partir de 39 k€ brut annuel
927,"Consultant(e) Scientist / Cloud F/H - Système, réseaux, données (H/F)","
Publié le 04 janvier 2023
",75 - PARIS 01,"python, sql, agile, big data, outils, nosql, hadoop, bases de données, scala, cloud, spark","
CONSORTIA
","CDD
 - Temps plein",Salaire brut : A partir de 39 k€ brut annuel
928,"Consultant(e) Scientist / Cloud F/H - Système, réseaux, données (H/F)","
Publié le 04 janvier 2023
",75 - PARIS 01,"python, sql, agile, big data, outils, nosql, hadoop, bases de données, scala, cloud, spark","
CONSORTIA
","CDI
 - Temps plein",Salaire brut : A partir de 39 k€ brut annuel
929,"Consultant(e) Scientist / Cloud F/H - Système, réseaux, données (H/F)","
Publié le 04 janvier 2023
",75 - PARIS 01,"python, sql, agile, big data, outils, nosql, hadoop, bases de données, scala, cloud, spark","
CONSORTIA
","CDI
 - Temps plein",Salaire brut : A partir de 39 k€ brut annuel
930,"Consultant(e) Scientist / Cloud F/H - Système, réseaux, données (H/F)","
Publié le 04 janvier 2023
",75 - PARIS 01,"python, sql, agile, big data, outils, nosql, hadoop, bases de données, scala, cloud, spark","
CONSORTIA
","CDI
 - Temps plein",Salaire brut : A partir de 39 k€ brut annuel
931,"Consultant(e) Scientist / Cloud F/H - Système, réseaux, données (H/F)","
Publié le 04 janvier 2023
",75 - PARIS 01,"python, sql, agile, big data, outils, nosql, hadoop, bases de données, scala, cloud, spark","
CONSORTIA
","CDI
 - Temps plein",Salaire brut : A partir de 39 k€ brut annuel
932,"Consultant(e) Scientist / Cloud F/H - Système, réseaux, données (H/F)","
Publié le 04 janvier 2023
",75 - PARIS 01,"python, sql, agile, big data, outils, nosql, hadoop, bases de données, scala, cloud, spark","
CONSORTIA
","CDI
 - Temps plein",Salaire brut : A partir de 39 k€ brut annuel
933,"Consultant(e) Scientist / Cloud F/H - Système, réseaux, données (H/F)","
Publié le 04 janvier 2023
",75 - PARIS 01,"python, sql, agile, big data, outils, nosql, hadoop, bases de données, scala, cloud, spark","
CONSORTIA
","CDI
 - Temps plein",Salaire brut : A partir de 39 k€ brut annuel
934,"Consultant(e) Scientist / Cloud F/H - Système, réseaux, données (H/F)","
Publié le 04 janvier 2023
",75 - PARIS 01,"python, sql, agile, big data, outils, nosql, hadoop, bases de données, scala, cloud, spark","
CONSORTIA
","CDI
 - Temps plein",Salaire brut : A partir de 39 k€ brut annuel
935,"Consultant(e) Scientist / Cloud F/H - Système, réseaux, données (H/F)","
Publié le 04 janvier 2023
",75 - PARIS 01,"python, sql, agile, big data, outils, nosql, hadoop, bases de données, scala, cloud, spark","
CONSORTIA
","CDD
 - Temps plein",Salaire brut : A partir de 39 k€ brut annuel
936,"Consultant(e) Scientist / Cloud F/H - Système, réseaux, données (H/F)","
Publié le 04 janvier 2023
",75 - PARIS 01,"python, sql, agile, big data, outils, nosql, hadoop, bases de données, scala, cloud, spark","
CONSORTIA
","CDI
 - Temps plein",Salaire brut : A partir de 39 k€ brut annuel
937,"Consultant(e) Scientist / Cloud F/H - Système, réseaux, données (H/F)","
Publié le 04 janvier 2023
",75 - PARIS 01,"python, sql, agile, big data, outils, nosql, hadoop, bases de données, scala, cloud, spark","
CONSORTIA
","CDI
 - Temps plein",Salaire brut : A partir de 39 k€ brut annuel
938,"Consultant(e) Scientist / Cloud F/H - Système, réseaux, données (H/F)","
Publié le 04 janvier 2023
",75 - PARIS 01,"python, sql, agile, big data, outils, nosql, hadoop, bases de données, scala, cloud, spark","
CONSORTIA
","CDI
 - Temps plein",Salaire brut : A partir de 39 k€ brut annuel
939,"Consultant(e) Scientist / Cloud F/H - Système, réseaux, données (H/F)","
Publié le 04 janvier 2023
",75 - PARIS 01,"python, sql, agile, big data, outils, nosql, hadoop, bases de données, scala, cloud, spark","
CONSORTIA
","CDI
 - Temps plein",Salaire brut : A partir de 39 k€ brut annuel
940,"Consultant(e) Scientist / Cloud F/H - Système, réseaux, données (H/F)","
Publié le 04 janvier 2023
",75 - PARIS 01,"python, sql, agile, big data, outils, nosql, hadoop, bases de données, scala, cloud, spark","
CONSORTIA
","CDI
 - Temps plein",Salaire brut : A partir de 39 k€ brut annuel
941,"Consultant(e) Scientist / Cloud F/H - Système, réseaux, données (H/F)","
Publié le 04 janvier 2023
",75 - PARIS 01,"python, sql, agile, big data, outils, nosql, hadoop, bases de données, scala, cloud, spark","
CONSORTIA
","CDI
 - Temps plein",Salaire brut : A partir de 39 k€ brut annuel
942,"Consultant(e) Scientist / Cloud F/H - Système, réseaux, données (H/F)","
Publié le 04 janvier 2023
",75 - PARIS 01,"python, sql, agile, big data, outils, nosql, hadoop, bases de données, scala, cloud, spark","
CONSORTIA
","CDD
 - Temps plein",Salaire brut : A partir de 39 k€ brut annuel
943,"Consultant(e) Scientist / Cloud F/H - Système, réseaux, données (H/F)","
Publié le 04 janvier 2023
",75 - PARIS 01,"python, sql, agile, big data, outils, nosql, hadoop, bases de données, scala, cloud, spark","
CONSORTIA
","CDI
 - Temps plein",Salaire brut : A partir de 39 k€ brut annuel
944,"Consultant(e) Scientist / Cloud F/H - Système, réseaux, données (H/F)","
Publié le 04 janvier 2023
",75 - PARIS 01,"python, sql, agile, big data, outils, nosql, hadoop, bases de données, scala, cloud, spark","
CONSORTIA
","CDI
 - Temps plein",Salaire brut : A partir de 39 k€ brut annuel
945,"Consultant(e) Scientist / Cloud F/H - Système, réseaux, données (H/F)","
Publié le 04 janvier 2023
",75 - PARIS 01,"python, sql, agile, big data, outils, nosql, hadoop, bases de données, scala, cloud, spark","
CONSORTIA
","CDI
 - Temps plein",Salaire brut : A partir de 39 k€ brut annuel
946,"Consultant(e) Scientist / Cloud F/H - Système, réseaux, données (H/F)","
Publié le 04 janvier 2023
",75 - PARIS 01,"python, sql, agile, big data, outils, nosql, hadoop, bases de données, scala, cloud, spark","
CONSORTIA
","CDI
 - Temps plein",Salaire brut : A partir de 39 k€ brut annuel
